step,loss
907,1.875
908,3.25
909,3.03125
910,5.09375
911,3.25
912,1.3984375
913,1.2734375
914,1.84375
915,4.84375
916,1.8984375
917,3.296875
918,4.09375
919,1.90625
920,4.53125
921,1.0078125
922,3.59375
923,3.328125
924,0.49609375
925,3.71875
926,1.40625
927,1.7265625
928,4.9375
929,2.078125
930,4.5625
931,5.75
932,1.4375
933,2.84375
934,2.125
935,1.40625
936,2.21875
937,3.4375
938,3.5
939,0.8515625
940,2.25
941,3.421875
942,1.40625
943,2.3125
944,5.4375
945,2.0
946,3.484375
947,1.53125
948,3.390625
949,2.765625
950,4.5
951,1.90625
952,1.9609375
953,1.6953125
954,2.546875
955,1.8359375
956,1.859375
957,4.03125
958,1.296875
959,0.546875
960,2.828125
961,5.71875
962,9.5
963,4.03125
964,3.65625
965,1.609375
966,3.84375
967,3.640625
968,1.9453125
969,3.46875
970,4.78125
971,2.515625
972,1.875
973,2.90625
974,1.0625
975,4.75
976,1.296875
977,2.375
978,1.4453125
979,3.59375
980,1.84375
981,0.451171875
982,2.953125
983,1.3828125
984,2.890625
985,1.2109375
986,2.234375
987,0.5625
988,4.125
989,4.15625
990,2.75
991,0.84375
992,1.25
993,1.8984375
994,2.53125
995,2.0
996,1.953125
997,2.328125
998,3.515625
999,1.65625
